video_id,channel_id,views,likes,comments,shares,subscribers_gained,estimated_revenue,avg_view_pct,avg_view_duration
6uUcq_uTcNc,UCMGKZD9ggu_Pfo4dkL47cXQ,2475,84,2,2,4,0.451,58.42,26.0
6umEYq1E7OE,UCXJiqB85OD4gnutvJ-gKHsg,27,0,0,0,0,0.021,9.91,137.0
6v5whuDXsec,UCp013Ih_EWf3SXO8F4ftIwQ,1933,14,0,0,4,0.0,2.75,181.66
6wm0P55zMo8,UCLQ4NoTptaCDG4nUvDLtUoQ,4,0,0,0,0,0.003,1.5,92.0
6xbX-a2k4lY,UCJyOxDvifY5Xw18aNm_I8YQ,21,0,0,0,0,0.0,10.22,180.43
6xna1-okXoQ,UC2IjY1Gm6b7pYp-vMJ2R9ig,19,0,0,0,0,0.081,13.87,245.05
6xq3khElnh4,UC80LfoIH6FrzHTm6lXTWCKQ,11,0,0,0,0,0.0,36.21,22.55
6yMUAYFFvlo,UCeVTtB1kN607CxFrFkiqjgQ,7,0,0,0,0,0.005,2.43,47.29
6ybcrmcyps0,UCx08xHWVSQIiujaTJb8HWYg,371,2,0,0,0,0.029,72.82,30.99
6yq020zb7fI,UCxfDVRNK6SoN59v_t3ZJ33A,191,0,0,0,0,0.231,3.02,140.06
6zI6Rvn7K5g,UC2IjY1Gm6b7pYp-vMJ2R9ig,3,0,0,0,0,0.001,1.76,25.0
6zUkRmpNp8E,UC2IjY1Gm6b7pYp-vMJ2R9ig,61,1,0,0,0,0.031,2.98,36.46
7-DJuM0zlbw,UCdtOFTQ1GVPKzvOYsi1ApIw,5,0,0,0,0,0.001,2.85,22.0
7-UM-6xiuqc,UCbnCFV5_c-nGiEQN1anEO5A,1,0,0,0,0,0.0,0.59,7.0
70Bivb_7HcU,UCL_RZ1IidYQkVQxfimfnPSQ,19246,42,0,0,18,0.698,110.22,20.55
70V9dJDY1Os,UCIg97fCjw1HnS8vPqwiHLGA,1,0,0,0,0,0.0,4.74,16.0
70qd2BHi9pE,UCxhHKduxLRNAOC_GUHPPf1Q,68,0,0,0,0,0.079,3.92,110.04
71AiFqBYU-A,UCp013Ih_EWf3SXO8F4ftIwQ,106,1,0,0,0,0.0,0.43,34.0
724tz7LZ-Us,UCEFB0gMdnD1NyiZaedHg2hQ,738,2,0,0,2,1.166,17.15,95.85
72IShKmflCw,UC82nFsZOjs5Tr96upPPq9Ww,204,5,0,0,1,0.033,29.95,12.04
72l3fMMWDz4,UCbnCFV5_c-nGiEQN1anEO5A,6,0,0,0,0,0.0,0.15,1.67
738CVbehbLo,UCxfDVRNK6SoN59v_t3ZJ33A,8,0,0,0,0,0.0,28.4,25.5
73VgCiB2LrE,UCJw9px5fOp-nwJG6g4gN1ng,0,0,0,0,0,0.0,0.0,0.0
73eu8b8J8k8,UC49-b-BhbYoG54YNkwmzg8w,6,0,0,0,0,0.001,45.71,44.0
75Tig8blBLQ,UCctSzoeee7KCnR84dZ6IO7w,6,0,0,0,0,0.001,19.89,16.0
75bn7edlo7s,UCSlOhfr5f-RPRP50yRri1uA,15,0,0,0,0,0.0,4.96,2.93
76ozZ_CKn5g,UC77WdDKy6cbCxZkC46eaudA,267,2,0,0,1,0.464,11.12,194.45
77eWmK5hNrE,UCvfQU0Npb-ve-LxUlaAN1GA,5,0,0,0,0,0.0,3.47,42.4
79D2D57W7Ok,UCAkSxwl8Lbk2hBXAAfsEFTA,11,0,0,0,0,0.001,74.38,41.45
7AwbMkKq8g4,UCT7ZxKrKqxBvAODr8h_ODkA,7415,87,0,18,37,8.023,11.57,651.53
7B6DspIQwhA,UC8Fm-ogvMehvbgF0BJjKiuQ,6,0,0,0,0,0.0,83.68,43.83
7C_zgCaj4ec,UC82nFsZOjs5Tr96upPPq9Ww,6,0,0,0,0,0.001,16.73,335.33
7Csjf2PodrQ,UCSlOhfr5f-RPRP50yRri1uA,726,6,0,0,0,0.036,65.06,17.0
7DWlv32ubfU,UCdtOFTQ1GVPKzvOYsi1ApIw,12,1,0,0,0,0.014,5.77,266.0
7DXfCvK73qc,UCx08xHWVSQIiujaTJb8HWYg,93,1,0,0,0,0.003,48.95,19.87
7GGkgvzuCZs,UCdtOFTQ1GVPKzvOYsi1ApIw,6,0,0,0,0,0.0,0.05,1.33
7H-6MQhNIeI,UCxxl4xdZZqRSSz2VfnFBhwA,28,0,0,0,0,0.008,11.62,37.43
7H-rP59zLNA,UCnwjt6PgkKuZC4S1A0yTOFQ,1,0,0,0,0,0.0,0.24,4.0
7HKWsM-xNpc,UCAkSxwl8Lbk2hBXAAfsEFTA,1,0,0,0,0,0.0,0.0,0.0
7HQ6GTDw1oI,UCJyOxDvifY5Xw18aNm_I8YQ,48,0,0,0,0,0.0,20.47,15.62
7Js3M4dtAY8,UCLQ4NoTptaCDG4nUvDLtUoQ,31,0,0,0,0,0.0,15.93,10.06
7K_YMqSOKhM,UC2jHP3YhgMucr6UlgFzRhbA,1752,14,0,1,6,0.036,80.59,25.58
7LQGSrFgmtM,UCxxl4xdZZqRSSz2VfnFBhwA,2441,11,0,2,3,5.703,4.98,207.59
7MNTcpEmiHs,UCT7ZxKrKqxBvAODr8h_ODkA,11,0,0,0,0,0.0,2.17,1.82
7O5P1xOto5o,UC2IjY1Gm6b7pYp-vMJ2R9ig,429,2,0,0,3,0.058,11.74,35.23
7PMaTZUXuj0,UCxxl4xdZZqRSSz2VfnFBhwA,16,0,0,0,0,0.001,56.06,16.94
7POP5cJ9jZc,UC2IjY1Gm6b7pYp-vMJ2R9ig,15,1,0,0,0,0.005,22.4,69.53
7QSBGuoyVRg,UCsbnInDepLdq6o781WVZ-5g,6,-1,0,0,0,0.0,2.4,39.33
7Roh7k_uyhw,UC2jHP3YhgMucr6UlgFzRhbA,13702,33,2,7,7,25.074,1.83,136.0
7S2Xb2od7v8,UCc-V01UlW1n8eGLpATLA5gw,36,0,0,0,0,0.094,1.2,71.89
7SRbtAkVJp4,UCT7ZxKrKqxBvAODr8h_ODkA,8,0,0,0,0,0.0,55.16,8.5
7TPSpxFL-Ak,UCAkSxwl8Lbk2hBXAAfsEFTA,3,0,0,0,0,0.0,5.97,16.33
7U-9OW4j0GM,UCEFB0gMdnD1NyiZaedHg2hQ,3432,14,0,1,3,1.599,19.55,94.93
7V2vQtsNW94,UCp013Ih_EWf3SXO8F4ftIwQ,10760,93,0,0,8,0.0,74.08,21.0
7VQusUxhU_I,UC01rTYtA_UsuZ5wzxnyHFcg,43,0,0,0,0,0.003,39.98,26.72
7X3MeGhyGu4,UCZFs3JqsRIqtqYgo4HahDUQ,20192,42,1,4,7,31.362,1.73,129.54
7XZCISU_uyY,UCMGKZD9ggu_Pfo4dkL47cXQ,76,0,0,0,0,0.012,93.98,18.5
7X_BkksQ7go,UCxhHKduxLRNAOC_GUHPPf1Q,6,0,0,0,0,0.0,1.33,25.33
7XlwSTn8Sz8,UCvfQU0Npb-ve-LxUlaAN1GA,7,0,0,0,0,0.004,25.11,359.0
7Y1qO4Gmvlo,UCEFB0gMdnD1NyiZaedHg2hQ,166,4,0,0,0,0.02,95.23,19.46
7Y2e-RUkTG0,UCdtOFTQ1GVPKzvOYsi1ApIw,85,1,1,0,0,0.151,4.73,68.26
7YtapIU2HHE,UCJw9px5fOp-nwJG6g4gN1ng,43,0,0,0,0,0.074,28.83,297.28
7a2wUHkGCGs,UC77WdDKy6cbCxZkC46eaudA,1,0,0,0,0,0.003,0.14,2.0
7aF_OaIM8FI,UCHONLLEtQ4f9yoqa1BWlhSg,0,0,0,0,0,0.0,0.0,0.0
7cEP88U60HA,UCT7ZxKrKqxBvAODr8h_ODkA,1278,18,0,2,3,0.535,14.3,117.94
7cr3s3oSsCk,UCmhHN34V-dphAOk3RXxjb0g,534,1,0,1,0,0.215,14.55,100.41
7dsF22qJod8,UC80LfoIH6FrzHTm6lXTWCKQ,6,0,0,0,0,0.0,0.0,0.0
7hGXKbZiBtQ,UCl_Nqhf2SGNwv4uvbvs3upg,864,2,0,0,1,0.034,29.32,16.32
7iAdn-dRBy8,UC80LfoIH6FrzHTm6lXTWCKQ,0,0,0,0,0,0.016,0.0,0.0
7jGxifT-zdU,UCm3RYOItKT_P0-oRCkkSMZw,26,0,0,0,0,0.041,11.46,198.0
7lBZkB4sLOg,UCl_Nqhf2SGNwv4uvbvs3upg,1106,9,0,0,0,0.019,82.14,26.53
7lCt2CK37Vg,UCZFs3JqsRIqtqYgo4HahDUQ,336,1,0,0,0,0.005,55.67,18.31
7mj6qycbQ3E,UCMGKZD9ggu_Pfo4dkL47cXQ,135,1,0,0,0,0.178,15.08,211.33
7mp-ZN7UQ_A,UCEFB0gMdnD1NyiZaedHg2hQ,27,1,0,0,0,0.054,4.25,71.89
7o10C_IITh0,UCIg97fCjw1HnS8vPqwiHLGA,282,0,0,0,0,0.74,9.81,115.54
7pJK131KduE,UC77WdDKy6cbCxZkC46eaudA,11,0,0,0,0,0.028,0.74,29.09
7q-KcEnuyUU,UCm3RYOItKT_P0-oRCkkSMZw,7020,35,0,8,13,2.155,20.06,172.67
7qutc0cm4cs,UCXJiqB85OD4gnutvJ-gKHsg,3,0,0,0,0,0.0,6.94,6.0
7r3Y7nbb92g,UCL_RZ1IidYQkVQxfimfnPSQ,187,3,0,0,0,0.109,7.2,172.07
7t0GX2X3wmo,UCqbTAXnwXspcNb7l3UqrOHQ,235,0,0,0,0,0.0,52.44,14.83
7tFC4FibG7I,UCk2O5vfW3c_W5YWQ_BoD1Ug,219,0,0,0,0,0.008,31.29,31.0
7vuToN0cuAs,UCSlOhfr5f-RPRP50yRri1uA,52,0,0,0,0,0.0,4.38,3.54
7w51oGdf4zo,UCNkelFxYeQTdVdBzl3yaliw,982,9,0,0,2,0.0,9.05,148.06
7w8ij9Kl-XA,UCmhHN34V-dphAOk3RXxjb0g,21,0,0,0,1,0.016,24.78,368.86
7xIh5AVGQJ4,UCxxl4xdZZqRSSz2VfnFBhwA,5,0,0,0,0,0.005,22.34,252.6
7xz2Vw-d8kc,UCnwjt6PgkKuZC4S1A0yTOFQ,222,0,0,0,0,0.0,1.73,26.0
7y3Zz18Kx80,UCEFB0gMdnD1NyiZaedHg2hQ,62,0,0,0,0,0.009,51.14,33.05
7yZUeRBB92A,UCAkSxwl8Lbk2hBXAAfsEFTA,2,0,0,0,0,0.001,12.0,7.0
7z6w4cZPXHQ,UCMGKZD9ggu_Pfo4dkL47cXQ,1452,13,0,1,8,3.504,14.63,355.15
8-9CtHZu81k,UCctSzoeee7KCnR84dZ6IO7w,1,0,0,0,0,0.0,0.0,0.0
8-UzCXpuptk,UCTGoaBFABIBLXcqXzCM5D3A,7907,32,0,0,3,0.0,39.2,14.77
8-VMGVXflAQ,UC82nFsZOjs5Tr96upPPq9Ww,1,0,0,0,0,0.0,0.55,26.0
8-aPXXi-ug4,UCAkSxwl8Lbk2hBXAAfsEFTA,1112,1,0,1,5,0.281,11.65,156.95
81OLagjo0aY,UCkIOcyGqKTJMIIyFHJunYDA,707,0,0,0,1,0.874,0.74,33.6
83m19mNFETI,UC3o699rmxlcc6EJzt6emA-Q,262,0,0,0,0,0.0,35.11,9.47
84J3P23eZb0,UCMGKZD9ggu_Pfo4dkL47cXQ,1801,29,2,1,1,0.263,78.9,13.0
84lkBQf6-4M,UCSlOhfr5f-RPRP50yRri1uA,273,5,0,0,0,0.03,50.42,23.11
85cMml0vsxg,UC77WdDKy6cbCxZkC46eaudA,1,0,0,0,0,0.0,55.2,533.0
86UN2iZpD6Q,UCZFs3JqsRIqtqYgo4HahDUQ,898,7,0,2,5,1.127,3.59,254.13
874NP8H8BTU,UCxhHKduxLRNAOC_GUHPPf1Q,2,0,0,0,0,0.0,0.39,7.0
87WuRB140ek,UCxxl4xdZZqRSSz2VfnFBhwA,10,0,0,0,0,0.001,68.45,30.0
87p74KBEW-U,UC3o699rmxlcc6EJzt6emA-Q,50,0,0,0,0,0.0,8.41,88.24
89Mzk72xAaw,UCIg97fCjw1HnS8vPqwiHLGA,99,-1,0,0,0,0.127,9.09,125.94
89rw9W9NLB8,UCxhHKduxLRNAOC_GUHPPf1Q,16,0,0,0,0,0.002,6.67,4.31
8A-wVoe_fb4,UC0GVHmLgrxE2SS8F0C19JVg,9,0,0,0,0,0.003,61.65,33.0
8BPzYnmfPGk,UCSlOhfr5f-RPRP50yRri1uA,30,0,0,0,0,0.0,4.82,3.33
8CGUNDbQX_4,UCxfDVRNK6SoN59v_t3ZJ33A,13,0,0,0,0,0.002,7.93,128.23
8CRJAYt-puU,UCm3RYOItKT_P0-oRCkkSMZw,6,0,0,0,0,0.0,10.87,186.83
8EIlGDaTPfw,UCsbnInDepLdq6o781WVZ-5g,163,0,0,0,0,0.093,7.66,122.11
8EQxfiPeFKs,UCXJiqB85OD4gnutvJ-gKHsg,82,0,0,0,0,0.008,48.16,26.32
8F2PHAD5NZI,UCx08xHWVSQIiujaTJb8HWYg,55,1,0,0,0,0.082,17.75,167.76
8HWvjgIXtsw,UCT7ZxKrKqxBvAODr8h_ODkA,1,0,0,0,0,0.0,9.38,174.0
8HXcz1QKICQ,UCxhHKduxLRNAOC_GUHPPf1Q,73,0,0,1,0,0.393,3.72,229.75
8HxvAG73R88,UCnwjt6PgkKuZC4S1A0yTOFQ,7,0,0,0,0,0.0,59.53,64.0
8JQh117MCA0,UCT7ZxKrKqxBvAODr8h_ODkA,52,1,0,0,0,0.045,1.58,85.77
8LV1dl1x1Hk,UCf3lAEw_WPtcgHMUVAunzSw,3,0,0,0,0,0.001,83.81,25.0
8MDOD3k_g-U,UCnwjt6PgkKuZC4S1A0yTOFQ,1,0,0,0,0,0.0,0.0,0.0
8NJMqXhltrg,UCctSzoeee7KCnR84dZ6IO7w,10,0,0,0,0,0.0,2.19,49.0
8NTXwrxNsQI,UCAkSxwl8Lbk2hBXAAfsEFTA,9,0,0,0,0,0.004,17.11,378.67
8NeAV1jzc7A,UCk2O5vfW3c_W5YWQ_BoD1Ug,190,1,0,0,0,0.01,36.31,24.83
8P1HkcAwai8,UCqbTAXnwXspcNb7l3UqrOHQ,493,4,0,0,0,0.0,76.58,9.76
8Pkmw-1nrdA,UCp013Ih_EWf3SXO8F4ftIwQ,22116,317,0,1,93,0.0,81.5,19.0
8Qw1-v31ENU,UCxhHKduxLRNAOC_GUHPPf1Q,17,0,0,0,0,0.002,1.68,30.47
8RowINm9EpE,UCxxl4xdZZqRSSz2VfnFBhwA,328,6,0,0,1,0.037,76.24,23.0
8So4xOCsx1Y,UCHONLLEtQ4f9yoqa1BWlhSg,1,0,0,0,0,0.0,4.43,70.0
8TCXYk68gaU,UCk2O5vfW3c_W5YWQ_BoD1Ug,223,1,0,0,0,0.009,72.3,28.54
8TrbPIBqKes,UC2jHP3YhgMucr6UlgFzRhbA,50792,162,0,0,0,0.165,24.74,8.0
8UZONZecSMU,UCpUrAXv2lzGxM4plYB7CE-A,177,1,0,0,0,0.003,48.32,14.9
8UlRjQvp024,UCnwjt6PgkKuZC4S1A0yTOFQ,3,0,0,0,0,0.001,28.47,24.0
8Upq8J60IKc,UCAkSxwl8Lbk2hBXAAfsEFTA,1,0,0,0,0,0.0,3.89,54.0
8VNsWT3oxzo,UCdtOFTQ1GVPKzvOYsi1ApIw,6,0,0,0,0,0.008,0.13,8.33
8ViAJw0aAIU,UC2IjY1Gm6b7pYp-vMJ2R9ig,3,0,0,0,0,0.001,101.29,170.0
8WY-nG14N7s,UC80LfoIH6FrzHTm6lXTWCKQ,2,0,0,0,0,0.0,0.08,0.5
8XPHBQg6CFM,UCZem4a64VnhfA4CBw9vM2bg,16954,268,0,4,4,2.168,125.7,19.45
8XjuE6QsHnU,UCbnCFV5_c-nGiEQN1anEO5A,5,0,0,0,0,0.0,0.5,6.0
8Xo_ZVEss0s,UCSlOhfr5f-RPRP50yRri1uA,338,4,0,0,0,0.031,58.94,29.17
8aiRJuDJM2E,UCdtOFTQ1GVPKzvOYsi1ApIw,963,13,0,0,6,0.899,9.26,332.62
8cMUqflH9tA,UCl_Nqhf2SGNwv4uvbvs3upg,5308,21,2,7,6,9.319,1.71,148.0
8cw0XLE8j3Q,UCSlOhfr5f-RPRP50yRri1uA,12035,39,0,0,7,0.624,50.97,51.07
8d6gFSPSnR4,UCZem4a64VnhfA4CBw9vM2bg,481,7,1,0,0,0.052,130.39,17.84
8dzX_hDxZzg,UCJyOxDvifY5Xw18aNm_I8YQ,1148,19,0,0,9,0.0,69.33,13.6
8e0RGGgSdOQ,UCxfDVRNK6SoN59v_t3ZJ33A,2,0,0,0,0,0.0,80.94,77.0
8eEIuuE4_A8,UCL_RZ1IidYQkVQxfimfnPSQ,26,0,0,0,0,0.001,59.17,10.46
8eQV7uhIkaw,UC2IjY1Gm6b7pYp-vMJ2R9ig,6,0,0,0,0,0.0,2.16,22.67
8eeNZ0WlFa0,UC77WdDKy6cbCxZkC46eaudA,9,0,0,0,0,0.002,96.47,28.33
8gE_N9YaZoc,UCxhHKduxLRNAOC_GUHPPf1Q,7,0,0,0,0,0.001,42.9,25.71
8gQAMLA4n54,UCdtOFTQ1GVPKzvOYsi1ApIw,213,2,0,0,0,0.649,13.45,161.07
8gjUAAeiUWM,UCL_RZ1IidYQkVQxfimfnPSQ,130,0,0,0,0,0.021,4.39,79.15
8gyfxWJki2Q,UC0GVHmLgrxE2SS8F0C19JVg,31,0,0,0,0,0.006,83.75,21.35
8h8shocJ1EA,UCIg97fCjw1HnS8vPqwiHLGA,11,1,0,0,0,0.001,55.53,51.64
8hIw78lu3Yg,UCVRU0wQxaEQdq0CKQHfifZg,3,0,0,0,0,0.0,3.92,46.67
8j7jaCN0IXY,UCm3RYOItKT_P0-oRCkkSMZw,7,0,0,0,0,0.001,29.32,15.14
8jnqktCSp4c,UCsbnInDepLdq6o781WVZ-5g,13,0,0,0,0,0.003,95.03,52.54
8jyyt60ZZ8E,UCeVTtB1kN607CxFrFkiqjgQ,101,1,0,0,0,0.122,8.16,124.47
8rAAdeyAX8Y,UC2IjY1Gm6b7pYp-vMJ2R9ig,328,2,0,1,1,0.768,6.64,275.02
8rPYYKfiVZU,UCJw9px5fOp-nwJG6g4gN1ng,30,0,0,0,0,0.002,54.6,20.87
8rvZ7qRpirE,UCk2O5vfW3c_W5YWQ_BoD1Ug,192,3,1,0,1,0.016,53.34,23.84
8s0fCo1MIy0,UCm3RYOItKT_P0-oRCkkSMZw,16,0,0,0,0,0.0,35.04,17.0
8t1-o_z2H50,UCSlOhfr5f-RPRP50yRri1uA,23,0,0,0,0,0.0,73.91,34.7
8tJrovD1KNs,UCx08xHWVSQIiujaTJb8HWYg,65,0,0,0,0,0.029,3.78,33.26
8wZPFrl1isg,UCT7ZxKrKqxBvAODr8h_ODkA,13,0,0,0,0,0.0,2.05,22.62
8x7f25wQpXo,UCnwjt6PgkKuZC4S1A0yTOFQ,1,0,0,0,0,0.0,10.23,9.0
8xWkaCpPXXo,UCHONLLEtQ4f9yoqa1BWlhSg,1,0,0,0,0,0.0,30.98,441.0
8xufhfEE2cQ,UCnwjt6PgkKuZC4S1A0yTOFQ,223,0,0,0,0,0.0,1.11,9.96
8yFiY0kSRiM,UCZFs3JqsRIqtqYgo4HahDUQ,2855,4,0,1,2,2.129,2.55,183.48
8zKNTFvJ6_0,UCAkSxwl8Lbk2hBXAAfsEFTA,9,0,0,0,0,0.001,32.81,20.89
90-FQV1tj4o,UC0GVHmLgrxE2SS8F0C19JVg,107,0,0,0,0,0.016,104.42,21.6
90xROl_7yJg,UC3o699rmxlcc6EJzt6emA-Q,15,0,0,0,0,0.0,57.18,17.0
921dGRjA-0A,UCNkelFxYeQTdVdBzl3yaliw,2193,19,0,1,8,0.0,15.08,222.13
922KehaeE4g,UCm3RYOItKT_P0-oRCkkSMZw,10,0,0,0,1,0.006,21.49,70.7
94fnLaeI7do,UC2jHP3YhgMucr6UlgFzRhbA,11111,0,0,0,0,0.002,69.05,20.05
94rIkTIy24w,UCP4STX85lq_fpEtvQcq_5fw,1104,11,0,3,4,0.524,11.9,146.36
9559KfibPBU,UCxfDVRNK6SoN59v_t3ZJ33A,1,0,0,0,0,0.0,0.0,0.0
96BV8v67pdI,UCf3lAEw_WPtcgHMUVAunzSw,297,0,0,0,0,0.074,95.41,51.84
96L-GxLaS_8,UC8Fm-ogvMehvbgF0BJjKiuQ,737,12,0,0,3,0.14,80.25,25.2
97XOx3DY3cY,UCdtOFTQ1GVPKzvOYsi1ApIw,5,0,0,0,0,0.001,86.4,59.0
97dj6VQ7qm0,UCqbTAXnwXspcNb7l3UqrOHQ,2520,60,2,0,20,0.0,27.05,229.62
97eaaPeKu-Q,UCdtOFTQ1GVPKzvOYsi1ApIw,13,1,0,0,0,0.001,59.79,57.46
9ABf_gWHuA0,UCm3RYOItKT_P0-oRCkkSMZw,26,0,0,0,0,0.0,42.78,15.15
9AlzyNtz0p8,UCAkSxwl8Lbk2hBXAAfsEFTA,3,0,0,0,0,0.0,0.48,5.0
9C68HuxTh0g,UC3o699rmxlcc6EJzt6emA-Q,441,3,0,0,0,0.0,62.12,23.85
9DhMqCXkRt8,UCxfDVRNK6SoN59v_t3ZJ33A,20,1,0,0,0,0.0,42.91,52.8
9Dk8IEJnBVU,UCMGKZD9ggu_Pfo4dkL47cXQ,136,1,0,0,0,0.023,59.85,25.06
9Dq0e0DG0RM,UCf3lAEw_WPtcgHMUVAunzSw,3,0,0,0,0,0.001,46.22,29.0
9EsGXTi94aA,UCxxl4xdZZqRSSz2VfnFBhwA,4,0,0,0,0,0.0,4.5,4.0
9FKe7mNKDpA,UCk2O5vfW3c_W5YWQ_BoD1Ug,41,0,0,0,0,0.119,14.95,247.56
9FO9tjpm3zU,UCxfDVRNK6SoN59v_t3ZJ33A,3,0,0,0,0,0.0,0.0,0.0
9GGZ7XyhpwY,UCXJiqB85OD4gnutvJ-gKHsg,3,0,0,0,0,0.0,25.52,16.67
9IfURAcqQmI,UC82nFsZOjs5Tr96upPPq9Ww,2,0,0,0,0,0.0,0.09,7.5
9Ihdm1OdwxU,UCL_RZ1IidYQkVQxfimfnPSQ,3,0,0,0,0,0.0,8.97,14.0
9K5gWgjlxNE,UCSlOhfr5f-RPRP50yRri1uA,1602,10,0,1,3,0.078,43.24,27.53
9KgDpg3SLtU,UCSlOhfr5f-RPRP50yRri1uA,151,2,0,0,0,0.005,19.17,10.71
9LEVHHzReLw,UCm3RYOItKT_P0-oRCkkSMZw,5,0,0,0,0,0.005,3.59,22.0
9Ln7hjkVTVM,UCl_Nqhf2SGNwv4uvbvs3upg,616,7,0,0,2,0.019,54.56,17.0
9MAiROrPc6Y,UCSlOhfr5f-RPRP50yRri1uA,117,0,0,0,0,0.012,21.52,13.75
9MMcm1d_dpY,UCT7ZxKrKqxBvAODr8h_ODkA,3,0,0,0,0,0.031,6.1,287.33
9O2x8SEwv38,UCxfDVRNK6SoN59v_t3ZJ33A,7,0,0,0,0,0.0,13.55,12.57
9OKtwFgVFtY,UCdtOFTQ1GVPKzvOYsi1ApIw,21,1,0,0,0,0.003,73.18,51.86
9OM6Aa3ZI5E,UC77WdDKy6cbCxZkC46eaudA,8,0,0,0,0,0.046,3.25,49.5
9QU7SpFpdS0,UCk2O5vfW3c_W5YWQ_BoD1Ug,93,0,0,0,0,0.006,41.57,15.39
9RI4vqqqbtQ,UCf3lAEw_WPtcgHMUVAunzSw,124,2,0,0,1,1.042,10.6,438.0
9Sj2G55mPNs,UCJw9px5fOp-nwJG6g4gN1ng,31,0,0,0,0,0.004,78.69,54.84
9T2iqHW0mKg,UCxfDVRNK6SoN59v_t3ZJ33A,1,0,0,0,0,0.0,0.0,0.0
9TnmLGy5_PA,UC8gDq5ENmiVuJZIVsiZbQ8g,37,0,0,0,0,0.019,10.69,161.95
9Uj6SM83ewI,UCZem4a64VnhfA4CBw9vM2bg,9255,143,0,1,7,1.355,65.46,27.53
9UlSG-hcvS0,UCk2O5vfW3c_W5YWQ_BoD1Ug,1850,23,0,0,2,0.135,68.16,29.79
9Uod0317HsE,UCnwjt6PgkKuZC4S1A0yTOFQ,21,0,0,0,0,0.057,13.98,229.0
9UwqE1j6ob4,UC2jHP3YhgMucr6UlgFzRhbA,0,0,0,0,0,0.0,0.0,0.0
9VnIsAhDRlo,UC2IjY1Gm6b7pYp-vMJ2R9ig,4,0,0,0,0,0.0,4.97,82.5
9WS81wQh2o4,UCdtOFTQ1GVPKzvOYsi1ApIw,0,0,0,0,0,0.0,0.0,0.0
9XFR0IxGknQ,UCSlOhfr5f-RPRP50yRri1uA,163,1,0,0,0,0.005,30.22,25.09
9_kEj9hB5LE,UC3o699rmxlcc6EJzt6emA-Q,44,2,0,0,0,0.0,31.27,17.0
9_q0B__AeZ8,UCIg97fCjw1HnS8vPqwiHLGA,14,0,0,0,0,0.029,28.81,343.0
9atG0A5OD1g,UCm3RYOItKT_P0-oRCkkSMZw,31,0,0,0,0,0.004,49.75,28.16
9bNUUv0wBlM,UC82nFsZOjs5Tr96upPPq9Ww,27,0,0,0,0,0.026,8.44,131.0
9b_OLNAEzCs,UCxfDVRNK6SoN59v_t3ZJ33A,72,1,0,0,0,0.055,9.55,104.28
9bkPfE8Mmac,UCTGoaBFABIBLXcqXzCM5D3A,132,2,0,0,0,0.0,75.9,24.23
9c9vCZPyQzg,UCSlOhfr5f-RPRP50yRri1uA,25,0,0,0,0,0.025,4.0,173.0
9cIAWhifALI,UCk2O5vfW3c_W5YWQ_BoD1Ug,65,1,0,0,0,0.007,23.63,30.97
9cK_eqyp2Sw,UCxfDVRNK6SoN59v_t3ZJ33A,1,0,0,0,0,0.0,89.47,1827.0
9cdLQdhA9lk,UCdtOFTQ1GVPKzvOYsi1ApIw,2,0,0,0,0,0.009,1.11,41.0
9d-4QcUdklo,UCZFs3JqsRIqtqYgo4HahDUQ,1184,6,0,0,0,0.039,42.85,10.2
9d6A4VLlPJY,UCvfQU0Npb-ve-LxUlaAN1GA,3,0,0,0,0,0.0,4.83,24.33
9dU6N7f7f60,UCm3RYOItKT_P0-oRCkkSMZw,277,3,0,0,1,0.02,74.49,12.0
9dh1NXeXpoA,UC80LfoIH6FrzHTm6lXTWCKQ,159,3,0,0,0,0.031,65.37,31.0
9dpKsXBVLnw,UCAkSxwl8Lbk2hBXAAfsEFTA,1,0,0,0,0,0.0,46.67,28.0
9ejG7vDtWm4,UCZem4a64VnhfA4CBw9vM2bg,105,3,0,0,0,0.016,78.03,42.94
9eyEra3WeF4,UCZem4a64VnhfA4CBw9vM2bg,240,3,0,0,0,0.034,77.77,21.0
9fOKO4iVFVI,UCxfDVRNK6SoN59v_t3ZJ33A,7,0,0,0,0,0.0,14.26,139.43
9fi-yH7yFZs,UCk2O5vfW3c_W5YWQ_BoD1Ug,32071,513,1,27,72,1.155,65.41,71.59
9fmGSejOUBU,UCnwjt6PgkKuZC4S1A0yTOFQ,3,0,0,0,0,0.0,14.4,8.0
9gAjccy3aeE,UCT7ZxKrKqxBvAODr8h_ODkA,98,1,0,0,0,0.022,12.35,140.62
9gKW9uRQot0,UCxxl4xdZZqRSSz2VfnFBhwA,5,0,0,0,0,0.001,44.41,34.4
9h0eSyQqiZk,UCZem4a64VnhfA4CBw9vM2bg,100,1,0,0,0,0.01,116.51,13.83
9h8wHTXTxiM,UC2jHP3YhgMucr6UlgFzRhbA,22666,162,0,0,0,0.163,72.96,18.01
9k3rq5QuGxc,UCSlOhfr5f-RPRP50yRri1uA,60,0,0,0,0,0.001,17.11,16.6
9kIKaqLIyRY,UC2IjY1Gm6b7pYp-vMJ2R9ig,64,0,0,0,0,0.045,15.83,50.89
9kvN3HLfy_0,UCdtOFTQ1GVPKzvOYsi1ApIw,1,0,0,0,0,0.0,0.0,0.0
