date,channel_id,views,likes,comments,shares,subscribers_gained,estimated_revenue,avg_view_pct,avg_view_duration
2026-07-21,UC8Fm-ogvMehvbgF0BJjKiuQ,497,4,0,0,0,0.512,29.8,62.67
2026-07-21,UC8gDq5ENmiVuJZIVsiZbQ8g,2957,19,0,3,7,0.0,8.52,115.48
2026-07-21,UCAkSxwl8Lbk2hBXAAfsEFTA,19549,183,11,22,83,33.641,13.4,290.41
2026-07-21,UCEFB0gMdnD1NyiZaedHg2hQ,101994,1605,25,67,248,78.325,38.65,125.73
2026-07-21,UCHONLLEtQ4f9yoqa1BWlhSg,14853,200,2,3,18,4.484,64.12,81.13
2026-07-21,UCIg97fCjw1HnS8vPqwiHLGA,1337010,8733,123,369,3936,557.19,18.31,236.67
2026-07-21,UCL_RZ1IidYQkVQxfimfnPSQ,46201,169,2,5,64,5.726,86.95,30.48
2026-07-21,UCMGKZD9ggu_Pfo4dkL47cXQ,71550,557,34,41,182,62.535,24.18,156.36
2026-07-21,UCP4STX85lq_fpEtvQcq_5fw,17155,68,2,13,62,13.153,14.98,181.12
2026-07-21,UCSlOhfr5f-RPRP50yRri1uA,24718,376,1,10,72,8.293,56.53,87.73
2026-07-21,UCT7ZxKrKqxBvAODr8h_ODkA,30584,410,6,48,118,15.409,16.17,222.37
2026-07-21,UCZem4a64VnhfA4CBw9vM2bg,165830,2301,20,53,159,57.26,65.1,53.85
2026-07-21,UCbnCFV5_c-nGiEQN1anEO5A,121032,738,0,0,123,24.846,3.76,68.32
2026-07-21,UCc-V01UlW1n8eGLpATLA5gw,8106,66,0,6,22,0.0,28.98,136.81
2026-07-21,UCctSzoeee7KCnR84dZ6IO7w,5766,67,2,3,19,7.438,30.36,132.7
2026-07-21,UCdtOFTQ1GVPKzvOYsi1ApIw,15454,177,2,14,57,18.108,18.41,231.58
2026-07-21,UCeVTtB1kN607CxFrFkiqjgQ,13950,108,6,2,52,18.842,15.41,218.5
2026-07-21,UCf3lAEw_WPtcgHMUVAunzSw,330501,7995,0,369,2460,57.195,43.11,88.74
2026-07-21,UChhBhc7qJ42rgzAIPe9z6Cg,2994,20,1,3,12,1.418,15.21,174.26
2026-07-21,UCk2O5vfW3c_W5YWQ_BoD1Ug,867461,9863,35,333,1459,56.088,62.42,51.7
2026-07-21,UCm3RYOItKT_P0-oRCkkSMZw,57490,391,2,108,242,36.837,19.08,187.46
2026-07-21,UCnwjt6PgkKuZC4S1A0yTOFQ,2876847,29151,1599,3198,11808,2946.219,19.43,328.58
2026-07-21,UCsbnInDepLdq6o781WVZ-5g,37303,562,1,13,76,9.711,56.64,83.53
2026-07-21,UCvfQU0Npb-ve-LxUlaAN1GA,17153,189,25,11,59,0.0,30.36,58.73
2026-07-21,UCxfDVRNK6SoN59v_t3ZJ33A,2031714,21402,738,1845,9963,1645.986,19.01,238.15
2026-07-21,UCxhHKduxLRNAOC_GUHPPf1Q,29398,337,2,9,82,23.748,21.32,130.53
2026-07-21,UCxxl4xdZZqRSSz2VfnFBhwA,7161,47,1,6,27,6.869,25.78,133.63
2026-07-22,UC01rTYtA_UsuZ5wzxnyHFcg,12836,152,2,12,73,18.393,13.57,252.89
2026-07-22,UC0GVHmLgrxE2SS8F0C19JVg,31222,241,3,14,55,44.805,36.63,164.02
2026-07-22,UC2IjY1Gm6b7pYp-vMJ2R9ig,30448,243,7,20,100,37.191,16.1,213.54
2026-07-22,UC3WZLJlwYaCEurdUywF8ibg,12091,94,5,5,55,0.0,16.76,253.98
2026-07-22,UC49-b-BhbYoG54YNkwmzg8w,1239,13,0,0,9,0.0,15.26,135.58
2026-07-22,UC77WdDKy6cbCxZkC46eaudA,50547,472,3,21,245,39.797,12.61,172.83
2026-07-22,UC80LfoIH6FrzHTm6lXTWCKQ,87207,1427,3,13,78,78.572,43.56,104.33
2026-07-22,UC82nFsZOjs5Tr96upPPq9Ww,14090,120,1,15,49,16.734,13.31,223.71
2026-07-22,UC8Fm-ogvMehvbgF0BJjKiuQ,706,12,0,0,3,0.281,42.78,65.29
2026-07-22,UC8gDq5ENmiVuJZIVsiZbQ8g,3247,18,0,3,13,0.0,9.23,124.25
2026-07-22,UCAkSxwl8Lbk2hBXAAfsEFTA,7575,150,0,0,0,11.4,34.16,186.03
2026-07-22,UCEFB0gMdnD1NyiZaedHg2hQ,94846,1327,17,48,248,60.698,47.35,103.83
2026-07-22,UCHONLLEtQ4f9yoqa1BWlhSg,14136,204,0,4,8,4.36,68.49,79.36
2026-07-22,UCIg97fCjw1HnS8vPqwiHLGA,11508,111,0,9,57,5.819,18.6,219.58
2026-07-22,UCL_RZ1IidYQkVQxfimfnPSQ,11033190,30240,630,1008,11466,1038.366,90.57,22.9
2026-07-22,UCMGKZD9ggu_Pfo4dkL47cXQ,64922,468,21,31,227,62.897,25.56,153.13
2026-07-22,UCP4STX85lq_fpEtvQcq_5fw,98947,457,1,23,541,74.515,18.12,99.71
2026-07-22,UCSlOhfr5f-RPRP50yRri1uA,28975,369,3,22,64,9.718,52.24,72.55
2026-07-22,UCT7ZxKrKqxBvAODr8h_ODkA,36431,498,8,72,137,16.421,25.53,201.77
2026-07-22,UCZem4a64VnhfA4CBw9vM2bg,375480,5797,11,450,503,405.021,38.19,110.84
2026-07-22,UCbnCFV5_c-nGiEQN1anEO5A,2446,253,0,0,0,1.897,7.62,124.02
2026-07-22,UCc-V01UlW1n8eGLpATLA5gw,28971,211,1,10,51,0.0,28.01,97.05
2026-07-22,UCctSzoeee7KCnR84dZ6IO7w,4711,65,0,1,12,6.624,33.71,162.62
2026-07-22,UCdtOFTQ1GVPKzvOYsi1ApIw,10973,108,1,10,45,14.576,17.28,254.87
2026-07-22,UCeVTtB1kN607CxFrFkiqjgQ,1630314,13734,504,1890,6552,1983.87,17.43,203.51
2026-07-22,UCf3lAEw_WPtcgHMUVAunzSw,11699,56,1,2,17,0.982,46.38,37.57
2026-07-22,UChhBhc7qJ42rgzAIPe9z6Cg,3642,25,0,3,18,1.673,14.08,150.37
2026-07-22,UCk2O5vfW3c_W5YWQ_BoD1Ug,1717841,17022,168,1128,3353,385.248,47.79,72.48
2026-07-22,UCm3RYOItKT_P0-oRCkkSMZw,58892,611,7,52,241,42.484,18.62,179.44
2026-07-22,UCnwjt6PgkKuZC4S1A0yTOFQ,33449,336,10,40,135,34.854,20.17,298.12
2026-07-22,UCsbnInDepLdq6o781WVZ-5g,44210,643,2,13,167,16.413,49.52,79.77
2026-07-22,UCvfQU0Npb-ve-LxUlaAN1GA,9927,123,10,4,28,0.0,26.33,74.18
2026-07-22,UCxfDVRNK6SoN59v_t3ZJ33A,24350,361,8,17,76,17.037,28.2,162.25
2026-07-22,UCxhHKduxLRNAOC_GUHPPf1Q,28528,367,24,25,138,39.858,15.78,189.72
2026-07-22,UCxxl4xdZZqRSSz2VfnFBhwA,9392,55,1,2,24,6.587,35.04,97.2
2026-07-23,UC01rTYtA_UsuZ5wzxnyHFcg,1443910,13260,650,1820,6890,1915.29,13.23,249.5
2026-07-23,UC0GVHmLgrxE2SS8F0C19JVg,181055,2703,5,13,170,269.723,35.15,136.19
2026-07-23,UC2IjY1Gm6b7pYp-vMJ2R9ig,24496,187,4,27,76,31.801,16.72,208.49
2026-07-23,UC3WZLJlwYaCEurdUywF8ibg,9644,70,2,8,38,0.0,15.82,234.41
2026-07-23,UC49-b-BhbYoG54YNkwmzg8w,536,0,0,0,1,0.0,12.1,149.88
2026-07-23,UC77WdDKy6cbCxZkC46eaudA,31760,220,2,27,109,26.626,13.77,193.29
2026-07-23,UC80LfoIH6FrzHTm6lXTWCKQ,22275,508,1,9,67,15.465,55.03,102.92
2026-07-23,UC82nFsZOjs5Tr96upPPq9Ww,13993,130,1,10,48,16.136,12.7,219.52
2026-07-23,UC8Fm-ogvMehvbgF0BJjKiuQ,750,13,3,0,4,0.286,39.79,77.45
2026-07-23,UC8gDq5ENmiVuJZIVsiZbQ8g,2570,14,1,2,7,0.0,7.86,104.72
2026-07-23,UCAkSxwl8Lbk2hBXAAfsEFTA,23448,42,2,13,66,30.535,17.43,237.95
2026-07-23,UCEFB0gMdnD1NyiZaedHg2hQ,7918430,86970,1170,2860,19240,4624.1,47.57,108.18
2026-07-23,UCHONLLEtQ4f9yoqa1BWlhSg,14163,189,1,1,8,3.666,67.68,79.07
2026-07-23,UCIg97fCjw1HnS8vPqwiHLGA,9621,93,0,4,53,4.291,17.26,206.47
2026-07-23,UCL_RZ1IidYQkVQxfimfnPSQ,138337,395,2,13,88,10.909,90.0,20.03
2026-07-23,UCMGKZD9ggu_Pfo4dkL47cXQ,62968,399,9,21,143,51.023,27.11,146.13
2026-07-23,UCP4STX85lq_fpEtvQcq_5fw,13738,108,2,9,39,12.849,14.91,182.34
2026-07-23,UCSlOhfr5f-RPRP50yRri1uA,15974,179,2,2,36,6.101,50.94,89.04
2026-07-23,UCT7ZxKrKqxBvAODr8h_ODkA,35041,447,6,66,150,16.927,16.62,229.35
2026-07-23,UCZem4a64VnhfA4CBw9vM2bg,109188,1514,17,57,103,55.149,63.75,68.43
2026-07-23,UCbnCFV5_c-nGiEQN1anEO5A,263,1,0,1,0,0.043,6.99,79.58
2026-07-23,UCc-V01UlW1n8eGLpATLA5gw,11229,131,2,7,44,0.0,29.85,133.58
2026-07-23,UCctSzoeee7KCnR84dZ6IO7w,3314,41,0,1,11,5.875,23.97,184.45
2026-07-23,UCdtOFTQ1GVPKzvOYsi1ApIw,19936,85,0,4,52,18.894,24.94,166.76
2026-07-23,UCeVTtB1kN607CxFrFkiqjgQ,10892,110,5,9,27,11.865,24.46,166.34
2026-07-23,UCf3lAEw_WPtcgHMUVAunzSw,2619,42,0,2,12,0.865,39.68,92.54
2026-07-23,UChhBhc7qJ42rgzAIPe9z6Cg,2888,28,0,1,14,0.833,12.25,141.32
2026-07-23,UCk2O5vfW3c_W5YWQ_BoD1Ug,613119,7368,18,277,1052,44.984,58.24,57.29
2026-07-23,UCm3RYOItKT_P0-oRCkkSMZw,42048,330,9,35,193,28.776,18.27,184.26
2026-07-23,UCnwjt6PgkKuZC4S1A0yTOFQ,35370,317,15,49,121,36.893,17.31,297.44
2026-07-23,UCsbnInDepLdq6o781WVZ-5g,40986,839,1,140,183,14.33,34.55,86.53
2026-07-23,UCvfQU0Npb-ve-LxUlaAN1GA,8845,198,1,4,29,0.0,34.36,57.22
2026-07-23,UCxfDVRNK6SoN59v_t3ZJ33A,23420,379,13,19,66,12.919,29.69,149.71
2026-07-23,UCxhHKduxLRNAOC_GUHPPf1Q,22286,231,23,29,107,29.294,17.94,174.85
2026-07-23,UCxxl4xdZZqRSSz2VfnFBhwA,5371,78,0,3,22,5.595,25.53,157.49
2026-07-24,UC01rTYtA_UsuZ5wzxnyHFcg,13882,103,1,17,65,12.168,11.88,223.99
2026-07-24,UC0GVHmLgrxE2SS8F0C19JVg,23452,270,3,11,59,33.663,34.1,185.49
2026-07-24,UC2IjY1Gm6b7pYp-vMJ2R9ig,29090,219,4,27,84,35.595,16.44,217.43
2026-07-24,UC3WZLJlwYaCEurdUywF8ibg,9656,67,3,5,50,0.0,16.79,249.53
2026-07-24,UC49-b-BhbYoG54YNkwmzg8w,500,1,0,0,2,0.0,9.49,127.28
2026-07-24,UC77WdDKy6cbCxZkC46eaudA,50269,359,5,22,121,47.051,19.8,173.43
2026-07-24,UC80LfoIH6FrzHTm6lXTWCKQ,21837,526,8,27,43,15.236,55.26,106.32
2026-07-24,UC82nFsZOjs5Tr96upPPq9Ww,14959,134,1,22,52,16.749,12.51,232.51
2026-07-24,UC8Fm-ogvMehvbgF0BJjKiuQ,1428,20,0,0,1,0.283,41.31,48.24
2026-07-24,UC8gDq5ENmiVuJZIVsiZbQ8g,2211,14,0,4,3,0.0,8.45,114.11
2026-07-24,UCAkSxwl8Lbk2hBXAAfsEFTA,23877,181,6,15,85,35.872,10.08,275.83
2026-07-24,UCEFB0gMdnD1NyiZaedHg2hQ,73898,1128,3,48,197,59.903,49.05,117.62
2026-07-24,UCHONLLEtQ4f9yoqa1BWlhSg,13253,251,4,0,21,3.219,70.36,82.82
2026-07-24,UCIg97fCjw1HnS8vPqwiHLGA,9808,71,1,9,37,4.56,17.21,210.67
2026-07-24,UCL_RZ1IidYQkVQxfimfnPSQ,60679,194,1,1,69,4.771,87.52,23.64
2026-07-24,UCMGKZD9ggu_Pfo4dkL47cXQ,65035,411,6,28,158,45.57,37.92,130.13
2026-07-24,UCP4STX85lq_fpEtvQcq_5fw,13162,76,0,14,36,11.446,15.85,192.46
2026-07-24,UCSlOhfr5f-RPRP50yRri1uA,22616,160,3,11,41,12.752,19.88,83.73
2026-07-24,UCT7ZxKrKqxBvAODr8h_ODkA,36186,462,26,79,119,19.483,13.9,263.62
2026-07-24,UCZem4a64VnhfA4CBw9vM2bg,118107,1941,11,62,119,52.948,68.37,59.1
2026-07-24,UCbnCFV5_c-nGiEQN1anEO5A,268,0,0,1,0,0.052,6.93,105.44
2026-07-24,UCc-V01UlW1n8eGLpATLA5gw,11055,93,0,7,63,0.0,17.13,162.95
2026-07-24,UCctSzoeee7KCnR84dZ6IO7w,2211,26,2,0,12,5.65,21.54,231.53
2026-07-24,UCdtOFTQ1GVPKzvOYsi1ApIw,10248,99,1,18,49,17.01,13.53,282.17
2026-07-24,UCeVTtB1kN607CxFrFkiqjgQ,379565,4334,1,1189,953,530.354,17.85,176.09
2026-07-24,UCf3lAEw_WPtcgHMUVAunzSw,2548,37,0,2,14,0.874,36.46,98.0
2026-07-24,UChhBhc7qJ42rgzAIPe9z6Cg,6162,15,0,2,13,4.515,13.65,151.29
2026-07-24,UCk2O5vfW3c_W5YWQ_BoD1Ug,461844,6265,18,233,877,41.072,58.13,59.93
2026-07-24,UCm3RYOItKT_P0-oRCkkSMZw,55919,369,2,55,179,43.601,16.36,161.3
2026-07-24,UCnwjt6PgkKuZC4S1A0yTOFQ,37036,319,6,64,119,36.194,17.99,292.42
2026-07-24,UCsbnInDepLdq6o781WVZ-5g,14898,172,0,8,37,4.142,35.1,107.6
2026-07-24,UCvfQU0Npb-ve-LxUlaAN1GA,5093,115,3,2,14,0.0,29.77,72.65
2026-07-24,UCxfDVRNK6SoN59v_t3ZJ33A,29055,359,3,14,69,17.087,23.64,123.25
2026-07-24,UCxhHKduxLRNAOC_GUHPPf1Q,396399,5257,310,324,1863,370.791,25.04,141.09
2026-07-24,UCxxl4xdZZqRSSz2VfnFBhwA,4998,48,1,6,23,5.185,29.18,166.25
2026-07-25,UC01rTYtA_UsuZ5wzxnyHFcg,13485,116,5,15,81,18.156,11.02,259.6
2026-07-25,UC0GVHmLgrxE2SS8F0C19JVg,26936,257,3,14,71,33.45,33.44,185.02
2026-07-25,UC2IjY1Gm6b7pYp-vMJ2R9ig,35726,230,8,22,117,35.971,16.23,193.58
2026-07-25,UC3WZLJlwYaCEurdUywF8ibg,9336,57,4,3,39,0.0,15.98,232.42
2026-07-25,UC49-b-BhbYoG54YNkwmzg8w,811,14,2,0,7,0.0,11.81,156.33
2026-07-25,UC77WdDKy6cbCxZkC46eaudA,39779,221,4,28,133,28.862,12.57,173.82
2026-07-25,UC80LfoIH6FrzHTm6lXTWCKQ,56547,1325,135,14,186,65.003,30.33,122.42
2026-07-25,UC82nFsZOjs5Tr96upPPq9Ww,15979,152,0,15,58,14.701,11.68,216.27
2026-07-25,UC8Fm-ogvMehvbgF0BJjKiuQ,639,14,0,0,1,0.353,34.4,84.76
2026-07-25,UC8gDq5ENmiVuJZIVsiZbQ8g,3474,23,0,3,6,0.0,7.47,100.08
2026-07-25,UCAkSxwl8Lbk2hBXAAfsEFTA,44742,518,13,98,206,120.077,12.64,445.44
2026-07-25,UCEFB0gMdnD1NyiZaedHg2hQ,2685842,37723,804,2429,4158,2582.727,43.99,94.53
2026-07-25,UCHONLLEtQ4f9yoqa1BWlhSg,15019,227,0,2,11,3.835,69.83,84.68
2026-07-25,UCIg97fCjw1HnS8vPqwiHLGA,9431,62,3,10,40,4.213,16.84,204.71
2026-07-25,UCL_RZ1IidYQkVQxfimfnPSQ,35840,160,2,4,46,3.782,85.36,27.97
2026-07-25,UCMGKZD9ggu_Pfo4dkL47cXQ,80941,524,12,20,132,41.531,50.87,100.1
2026-07-25,UCP4STX85lq_fpEtvQcq_5fw,13880,82,0,14,49,10.844,16.34,183.7
2026-07-25,UCSlOhfr5f-RPRP50yRri1uA,16532,181,1,14,59,15.841,21.26,99.06
2026-07-25,UCT7ZxKrKqxBvAODr8h_ODkA,40392,431,6,57,161,19.027,12.03,244.18
2026-07-25,UCZem4a64VnhfA4CBw9vM2bg,4641567,77938,266,1330,3857,465.234,88.67,19.93
2026-07-25,UCbnCFV5_c-nGiEQN1anEO5A,225,1,0,0,1,0.036,6.06,89.03
2026-07-25,UCc-V01UlW1n8eGLpATLA5gw,12999,139,8,10,70,0.0,19.07,172.31
2026-07-25,UCctSzoeee7KCnR84dZ6IO7w,8060,28,0,0,13,14.681,21.7,80.92
2026-07-25,UCdtOFTQ1GVPKzvOYsi1ApIw,9281,80,7,14,59,14.213,12.74,261.86
2026-07-25,UCeVTtB1kN607CxFrFkiqjgQ,11308,108,1,15,35,12.027,18.9,170.64
2026-07-25,UCf3lAEw_WPtcgHMUVAunzSw,2977,45,0,2,9,0.851,37.61,101.99
2026-07-25,UChhBhc7qJ42rgzAIPe9z6Cg,8826,-117,1,134,8,8.857,9.23,92.92
2026-07-25,UCk2O5vfW3c_W5YWQ_BoD1Ug,513173,6807,26,174,988,40.227,58.59,58.41
2026-07-25,UCm3RYOItKT_P0-oRCkkSMZw,50924,298,5,37,191,29.296,17.6,170.15
2026-07-25,UCnwjt6PgkKuZC4S1A0yTOFQ,38859,295,6,39,133,35.245,16.16,278.87
2026-07-25,UCsbnInDepLdq6o781WVZ-5g,21603,193,1,7,49,5.872,35.27,95.41
2026-07-25,UCvfQU0Npb-ve-LxUlaAN1GA,5640,91,2,1,19,0.0,26.26,77.4
2026-07-25,UCxfDVRNK6SoN59v_t3ZJ33A,21383,364,4,15,83,12.983,26.98,156.9
2026-07-25,UCxhHKduxLRNAOC_GUHPPf1Q,573966,7811,6,993,2626,431.002,21.26,134.81
2026-07-25,UCxxl4xdZZqRSSz2VfnFBhwA,5890,57,15,3,26,7.023,23.12,161.24
2026-07-26,UC01rTYtA_UsuZ5wzxnyHFcg,13779,127,1,30,75,22.199,9.47,289.2
2026-07-26,UC0GVHmLgrxE2SS8F0C19JVg,33639,198,4,314,60,43.784,32.23,181.35
2026-07-26,UC2IjY1Gm6b7pYp-vMJ2R9ig,37980,226,6,30,111,38.954,15.96,192.42
2026-07-26,UC3WZLJlwYaCEurdUywF8ibg,8651,85,0,6,45,0.0,15.38,229.88
2026-07-26,UC49-b-BhbYoG54YNkwmzg8w,1726,15,1,0,5,0.0,10.65,137.4
2026-07-26,UC77WdDKy6cbCxZkC46eaudA,47900,316,5,33,156,38.5,11.82,174.32
2026-07-26,UC80LfoIH6FrzHTm6lXTWCKQ,28598,847,3,17,73,14.895,45.12,88.67
2026-07-26,UC82nFsZOjs5Tr96upPPq9Ww,14090,97,3,20,42,12.946,11.34,215.95
2026-07-26,UC8Fm-ogvMehvbgF0BJjKiuQ,446,13,0,0,1,0.234,31.72,73.94
2026-07-26,UC8gDq5ENmiVuJZIVsiZbQ8g,6120,34,0,11,19,0.0,7.78,105.15
2026-07-26,UCAkSxwl8Lbk2hBXAAfsEFTA,44957,465,15,93,182,121.963,13.04,449.73
2026-07-26,UCEFB0gMdnD1NyiZaedHg2hQ,71605,735,8,34,163,65.375,36.06,123.22
2026-07-26,UCHONLLEtQ4f9yoqa1BWlhSg,28140,324,2,3,20,12.357,60.28,80.77
2026-07-26,UCIg97fCjw1HnS8vPqwiHLGA,8207,66,1,35,36,3.709,16.98,203.8
2026-07-26,UCL_RZ1IidYQkVQxfimfnPSQ,52784,170,1,6,55,7.111,89.37,25.73
2026-07-26,UCMGKZD9ggu_Pfo4dkL47cXQ,57854,378,10,30,131,40.166,30.59,145.32
2026-07-26,UCP4STX85lq_fpEtvQcq_5fw,14819,61,1,12,42,12.938,16.95,190.25
2026-07-26,UCSlOhfr5f-RPRP50yRri1uA,14153,119,0,14,45,14.518,28.24,112.19
2026-07-26,UCT7ZxKrKqxBvAODr8h_ODkA,41304,439,15,69,141,23.113,11.7,234.62
2026-07-26,UCZem4a64VnhfA4CBw9vM2bg,97463,1622,10,44,108,52.448,62.23,70.66
2026-07-26,UCbnCFV5_c-nGiEQN1anEO5A,207,0,0,0,0,0.144,7.9,135.29
2026-07-26,UCc-V01UlW1n8eGLpATLA5gw,17245,116,8,28,81,0.0,14.1,188.7
2026-07-26,UCctSzoeee7KCnR84dZ6IO7w,2021,23,2,0,8,5.517,24.77,244.43
2026-07-26,UCdtOFTQ1GVPKzvOYsi1ApIw,10494,102,2,6,44,15.471,16.05,256.49
2026-07-26,UCeVTtB1kN607CxFrFkiqjgQ,10650,90,0,8,34,11.769,16.55,171.21
2026-07-26,UCf3lAEw_WPtcgHMUVAunzSw,4404,82,0,2,10,1.263,47.53,72.21
2026-07-26,UChhBhc7qJ42rgzAIPe9z6Cg,356265,2835,0,270,1485,59.805,12.71,150.5
2026-07-26,UCk2O5vfW3c_W5YWQ_BoD1Ug,44610615,572535,540,14850,75465,1499.175,60.88,43.59
2026-07-26,UCm3RYOItKT_P0-oRCkkSMZw,49534,318,7,42,179,27.075,16.98,168.02
2026-07-26,UCnwjt6PgkKuZC4S1A0yTOFQ,40484,589,5,39,125,32.07,15.88,258.27
2026-07-26,UCsbnInDepLdq6o781WVZ-5g,18930,161,1,15,54,3.939,33.38,99.36
2026-07-26,UCvfQU0Npb-ve-LxUlaAN1GA,829980,7020,135,270,3240,0.0,17.88,105.29
2026-07-26,UCxfDVRNK6SoN59v_t3ZJ33A,21364,284,8,6,63,12.292,25.92,160.83
2026-07-26,UCxhHKduxLRNAOC_GUHPPf1Q,29648,312,12,37,119,45.484,12.63,269.14
2026-07-26,UCxxl4xdZZqRSSz2VfnFBhwA,17505,56,7,150,18,20.305,41.71,126.73
2026-07-27,UC01rTYtA_UsuZ5wzxnyHFcg,11291,98,0,29,49,20.314,9.53,310.77
2026-07-27,UC0GVHmLgrxE2SS8F0C19JVg,117025,954,4,145,321,105.699,45.6,103.99
2026-07-27,UC2IjY1Gm6b7pYp-vMJ2R9ig,34688,222,2,17,105,40.343,17.68,206.63
2026-07-27,UC3WZLJlwYaCEurdUywF8ibg,7918,63,1,6,31,0.0,16.54,245.44
2026-07-27,UC49-b-BhbYoG54YNkwmzg8w,1550,12,2,2,6,0.0,11.26,138.76
2026-07-27,UC77WdDKy6cbCxZkC46eaudA,42194,322,12,67,126,43.064,13.36,213.63
2026-07-27,UC80LfoIH6FrzHTm6lXTWCKQ,23473,491,1,15,52,14.2,39.44,93.77
2026-07-27,UC82nFsZOjs5Tr96upPPq9Ww,16058,149,4,16,49,20.745,10.46,256.46
2026-07-27,UC8Fm-ogvMehvbgF0BJjKiuQ,309,1,0,0,1,0.204,34.88,99.48
2026-07-27,UC8gDq5ENmiVuJZIVsiZbQ8g,7752,48,0,7,21,0.0,11.2,87.14
2026-07-27,UCAkSxwl8Lbk2hBXAAfsEFTA,35909,363,7,92,167,93.733,13.66,468.79
2026-07-27,UCEFB0gMdnD1NyiZaedHg2hQ,69944,614,7,40,168,69.458,36.02,129.49
2026-07-27,UCHONLLEtQ4f9yoqa1BWlhSg,26984,382,3,1,14,5.98,68.48,78.12
2026-07-27,UCIg97fCjw1HnS8vPqwiHLGA,7988,71,0,12,28,4.41,18.68,215.97
2026-07-27,UCL_RZ1IidYQkVQxfimfnPSQ,68163,195,0,6,63,6.071,90.09,23.98
2026-07-27,UCMGKZD9ggu_Pfo4dkL47cXQ,43992,293,11,32,122,34.335,28.04,155.16
2026-07-27,UCP4STX85lq_fpEtvQcq_5fw,15174,70,2,9,40,15.46,18.0,207.33
2026-07-27,UCSlOhfr5f-RPRP50yRri1uA,10773,71,0,5,38,8.477,30.76,104.51
2026-07-27,UCT7ZxKrKqxBvAODr8h_ODkA,38936,401,7,90,122,22.483,12.01,251.97
2026-07-27,UCZem4a64VnhfA4CBw9vM2bg,114308,2034,17,54,98,57.126,66.87,66.3
2026-07-27,UCbnCFV5_c-nGiEQN1anEO5A,223,0,0,1,1,0.219,7.37,105.55
2026-07-27,UCc-V01UlW1n8eGLpATLA5gw,14060,128,1,27,68,0.0,15.53,185.05
2026-07-27,UCctSzoeee7KCnR84dZ6IO7w,1785,13,2,1,5,5.676,16.93,279.62
2026-07-27,UCdtOFTQ1GVPKzvOYsi1ApIw,12736,151,0,13,44,13.071,18.85,199.13
2026-07-27,UCeVTtB1kN607CxFrFkiqjgQ,8434,60,2,6,31,9.94,17.81,170.13
2026-07-27,UCf3lAEw_WPtcgHMUVAunzSw,842670,14850,405,135,2025,123.255,49.93,54.82
2026-07-27,UChhBhc7qJ42rgzAIPe9z6Cg,358560,3105,135,270,1350,141.21,13.37,160.98
2026-07-27,UCk2O5vfW3c_W5YWQ_BoD1Ug,641206,7410,22,179,1030,46.648,61.86,53.49
2026-07-27,UCm3RYOItKT_P0-oRCkkSMZw,91807,2550,146,24,171,51.608,33.25,120.39
2026-07-27,UCnwjt6PgkKuZC4S1A0yTOFQ,56660,495,7,47,114,57.448,22.64,249.87
2026-07-27,UCsbnInDepLdq6o781WVZ-5g,16345,144,0,28,50,3.107,34.02,100.45
2026-07-27,UCvfQU0Npb-ve-LxUlaAN1GA,13380,220,1,4,24,0.0,31.96,77.18
2026-07-27,UCxfDVRNK6SoN59v_t3ZJ33A,1952775,23490,405,3240,8235,1533.87,22.32,207.54
2026-07-27,UCxhHKduxLRNAOC_GUHPPf1Q,27039,299,6,35,107,43.95,13.13,302.91
2026-07-27,UCxxl4xdZZqRSSz2VfnFBhwA,7447,84,6,17,25,10.549,15.2,194.55
2026-07-28,UC01rTYtA_UsuZ5wzxnyHFcg,8596,75,2,15,48,14.207,10.2,289.06
2026-07-28,UC0GVHmLgrxE2SS8F0C19JVg,21012,0,0,103,103,8.961,32.53,76.8
2026-07-28,UC2IjY1Gm6b7pYp-vMJ2R9ig,9888,309,0,0,0,5.562,36.05,91.21
2026-07-28,UC3WZLJlwYaCEurdUywF8ibg,8248,68,1,11,33,0.0,16.19,248.73
2026-07-28,UC49-b-BhbYoG54YNkwmzg8w,1631,20,0,0,11,0.0,11.22,143.19
2026-07-28,UC77WdDKy6cbCxZkC46eaudA,2781,0,0,0,0,2.266,8.99,92.85
2026-07-28,UC80LfoIH6FrzHTm6lXTWCKQ,18034,406,1,10,47,14.112,36.32,108.76
2026-07-28,UC82nFsZOjs5Tr96upPPq9Ww,12387,104,4,32,42,13.301,10.42,234.06
2026-07-28,UC8Fm-ogvMehvbgF0BJjKiuQ,443,7,0,0,2,0.196,26.32,55.27
2026-07-28,UC8gDq5ENmiVuJZIVsiZbQ8g,4947,15,0,7,8,0.0,8.2,90.59
2026-07-28,UCAkSxwl8Lbk2hBXAAfsEFTA,29530,311,4,65,120,66.472,12.45,429.92
2026-07-28,UCEFB0gMdnD1NyiZaedHg2hQ,53166,530,7,28,149,51.773,31.72,140.38
2026-07-28,UCHONLLEtQ4f9yoqa1BWlhSg,31973,453,3,7,21,7.062,67.67,78.01
2026-07-28,UCIg97fCjw1HnS8vPqwiHLGA,11978,97,1,5,26,7.043,29.12,154.1
2026-07-28,UCL_RZ1IidYQkVQxfimfnPSQ,151822,1442,0,412,618,33.681,41.33,57.54
2026-07-28,UCMGKZD9ggu_Pfo4dkL47cXQ,37001,261,2,16,96,41.243,21.37,181.96
2026-07-28,UCP4STX85lq_fpEtvQcq_5fw,14480,96,1,16,58,13.279,18.3,208.01
