date,channel_id,views,likes,comments,shares,subscribers_gained,estimated_revenue,avg_view_pct,avg_view_duration
2026-07-28,UCSlOhfr5f-RPRP50yRri1uA,103,0,0,0,0,0.0,0.0,0.0
2026-07-28,UCT7ZxKrKqxBvAODr8h_ODkA,38253,492,7,72,150,23.676,11.89,255.19
2026-07-28,UCZem4a64VnhfA4CBw9vM2bg,136271,2556,24,78,132,63.251,67.1,60.94
2026-07-28,UCbnCFV5_c-nGiEQN1anEO5A,187,-1,0,2,0,0.097,12.64,191.03
2026-07-28,UCc-V01UlW1n8eGLpATLA5gw,10610,89,5,10,56,0.0,13.11,215.16
2026-07-28,UCctSzoeee7KCnR84dZ6IO7w,2988,14,0,3,8,7.478,18.76,212.03
2026-07-28,UCdtOFTQ1GVPKzvOYsi1ApIw,541513,5737,243,453,1505,612.943,11.35,236.97
2026-07-28,UCeVTtB1kN607CxFrFkiqjgQ,624386,5459,103,721,2472,627.476,18.32,168.91
2026-07-28,UCf3lAEw_WPtcgHMUVAunzSw,4020,62,2,4,15,1.062,48.99,75.54
2026-07-28,UChhBhc7qJ42rgzAIPe9z6Cg,2065,18,1,0,10,0.453,14.12,160.53
2026-07-28,UCk2O5vfW3c_W5YWQ_BoD1Ug,611276,7249,21,176,1015,59.67,59.83,55.79
2026-07-28,UCm3RYOItKT_P0-oRCkkSMZw,41637,264,3,28,131,23.384,18.25,172.75
2026-07-28,UCnwjt6PgkKuZC4S1A0yTOFQ,37266,351,8,37,132,33.299,18.4,270.7
2026-07-28,UCsbnInDepLdq6o781WVZ-5g,13639,107,0,3,35,2.804,37.4,91.65
2026-07-28,UCvfQU0Npb-ve-LxUlaAN1GA,13207,170,3,7,25,0.0,41.78,65.83
2026-07-28,UCx08xHWVSQIiujaTJb8HWYg,4,0,0,0,0,0.0,15.75,141.0
2026-07-28,UCxfDVRNK6SoN59v_t3ZJ33A,27738,453,1,14,77,14.05,33.12,130.17
2026-07-28,UCxhHKduxLRNAOC_GUHPPf1Q,39375,391,8,67,164,101.907,13.82,329.66
2026-07-28,UCxxl4xdZZqRSSz2VfnFBhwA,33353,453,2,48,88,36.786,31.65,160.58
2026-07-29,UC01rTYtA_UsuZ5wzxnyHFcg,879453,7923,139,695,5004,1498.698,11.47,306.59
2026-07-29,UC0GVHmLgrxE2SS8F0C19JVg,2374942,27105,278,1390,4587,3151.724,44.62,171.68
2026-07-29,UC2IjY1Gm6b7pYp-vMJ2R9ig,38051,218,5,19,91,46.405,17.56,207.45
2026-07-29,UC3WZLJlwYaCEurdUywF8ibg,7676,63,1,6,31,0.0,17.52,269.95
2026-07-29,UC49-b-BhbYoG54YNkwmzg8w,1997,19,1,3,13,0.0,11.85,150.0
2026-07-29,UC77WdDKy6cbCxZkC46eaudA,38888,266,6,33,125,41.831,15.65,219.86
2026-07-29,UC80LfoIH6FrzHTm6lXTWCKQ,24598,759,5,16,49,13.637,45.75,88.89
2026-07-29,UC82nFsZOjs5Tr96upPPq9Ww,11728,95,3,18,35,14.697,11.21,248.4
2026-07-29,UC8Fm-ogvMehvbgF0BJjKiuQ,412,10,1,4,1,0.171,28.22,118.47
2026-07-29,UC8gDq5ENmiVuJZIVsiZbQ8g,3747,29,0,6,3,0.0,18.94,78.86
2026-07-29,UCAkSxwl8Lbk2hBXAAfsEFTA,22383,212,4,29,82,40.793,11.4,355.22
2026-07-29,UCEFB0gMdnD1NyiZaedHg2hQ,55137,595,10,32,123,53.402,40.5,130.46
2026-07-29,UCHONLLEtQ4f9yoqa1BWlhSg,24554,281,2,5,9,5.744,69.7,80.52
2026-07-29,UCIg97fCjw1HnS8vPqwiHLGA,7022,51,0,3,21,3.884,19.5,213.07
2026-07-29,UCL_RZ1IidYQkVQxfimfnPSQ,101680,266,0,2,61,11.272,91.31,28.73
2026-07-29,UCMGKZD9ggu_Pfo4dkL47cXQ,44755,329,4,28,124,44.661,34.09,173.14
2026-07-29,UCP4STX85lq_fpEtvQcq_5fw,13882,86,2,23,43,12.396,18.51,214.23
2026-07-29,UCSlOhfr5f-RPRP50yRri1uA,1958463,24467,696,278,5285,669.946,49.58,65.83
2026-07-29,UCT7ZxKrKqxBvAODr8h_ODkA,39604,590,5,74,135,21.518,15.38,231.65
2026-07-29,UCZem4a64VnhfA4CBw9vM2bg,158375,3950,29,78,233,63.441,74.52,54.44
2026-07-29,UCbnCFV5_c-nGiEQN1anEO5A,185,3,0,0,1,0.129,8.78,150.26
2026-07-29,UCc-V01UlW1n8eGLpATLA5gw,8886,84,4,11,53,6.792,13.24,233.4
2026-07-29,UCctSzoeee7KCnR84dZ6IO7w,1890,17,1,2,9,7.441,16.97,319.7
2026-07-29,UCdtOFTQ1GVPKzvOYsi1ApIw,14492,129,22,16,47,18.62,10.57,254.13
2026-07-29,UCeVTtB1kN607CxFrFkiqjgQ,7847,64,1,4,21,12.218,13.96,190.0
2026-07-29,UCf3lAEw_WPtcgHMUVAunzSw,11061,469,0,2,152,1.302,55.4,64.21
2026-07-29,UChhBhc7qJ42rgzAIPe9z6Cg,1985,14,1,1,10,0.511,13.97,163.12
2026-07-29,UCk2O5vfW3c_W5YWQ_BoD1Ug,658018,8139,19,160,993,54.069,60.98,50.64
2026-07-29,UCm3RYOItKT_P0-oRCkkSMZw,46326,335,4,37,135,29.402,21.81,164.47
2026-07-29,UCnwjt6PgkKuZC4S1A0yTOFQ,36296,380,10,38,116,31.29,20.76,269.05
2026-07-29,UCsbnInDepLdq6o781WVZ-5g,13721,126,1,8,32,3.108,45.78,85.34
2026-07-29,UCvfQU0Npb-ve-LxUlaAN1GA,11875,151,35,2,20,0.0,39.11,80.24
2026-07-29,UCx08xHWVSQIiujaTJb8HWYg,3,0,0,0,0,0.0,3.65,32.0
2026-07-29,UCxfDVRNK6SoN59v_t3ZJ33A,24523,377,11,27,84,15.458,30.1,155.08
2026-07-29,UCxhHKduxLRNAOC_GUHPPf1Q,4625812,47826,1112,5286,17659,12284.337,9.85,299.95
2026-07-29,UCxxl4xdZZqRSSz2VfnFBhwA,6539,64,2,6,20,7.462,20.24,174.77
2026-07-30,UC01rTYtA_UsuZ5wzxnyHFcg,15134,115,1,24,45,30.791,9.48,231.82
2026-07-30,UC0GVHmLgrxE2SS8F0C19JVg,752879,7492,141,855,1439,1795.65,33.69,238.69
2026-07-30,UC2IjY1Gm6b7pYp-vMJ2R9ig,36156,189,3,12,93,45.612,19.21,220.14
2026-07-30,UC3WZLJlwYaCEurdUywF8ibg,7760,58,1,7,25,0.0,17.24,261.19
2026-07-30,UC49-b-BhbYoG54YNkwmzg8w,4196,43,3,2,21,0.0,12.43,167.37
2026-07-30,UC77WdDKy6cbCxZkC46eaudA,36218,233,4,30,118,37.074,16.13,223.97
2026-07-30,UC80LfoIH6FrzHTm6lXTWCKQ,17949,493,1,10,44,13.353,40.88,104.11
2026-07-30,UC82nFsZOjs5Tr96upPPq9Ww,13107,115,4,10,49,16.419,11.19,249.88
2026-07-30,UC8Fm-ogvMehvbgF0BJjKiuQ,2828,10,1,0,143,4.341,14.54,155.81
2026-07-30,UC8gDq5ENmiVuJZIVsiZbQ8g,398,1,0,0,4,0.0,13.26,145.54
2026-07-30,UCAkSxwl8Lbk2hBXAAfsEFTA,17656,139,1,19,68,31.214,10.19,297.04
2026-07-30,UCEFB0gMdnD1NyiZaedHg2hQ,3437721,21009,564,1410,10716,4969.686,16.86,223.21
2026-07-30,UCHONLLEtQ4f9yoqa1BWlhSg,16303,202,1,1,10,4.092,68.21,83.66
2026-07-30,UCIg97fCjw1HnS8vPqwiHLGA,9570,66,2,4,27,4.075,19.29,213.87
2026-07-30,UCL_RZ1IidYQkVQxfimfnPSQ,39792,146,0,7,39,3.499,91.81,27.09
2026-07-30,UCMGKZD9ggu_Pfo4dkL47cXQ,32307,224,4,21,90,37.72,24.07,196.71
2026-07-30,UCP4STX85lq_fpEtvQcq_5fw,16089,96,2,10,47,15.291,18.47,218.73
2026-07-30,UCSlOhfr5f-RPRP50yRri1uA,14687,190,0,10,39,8.131,40.18,88.87
2026-07-30,UCT7ZxKrKqxBvAODr8h_ODkA,1818588,24498,285,4285,4710,1524.483,9.98,197.97
2026-07-30,UCZem4a64VnhfA4CBw9vM2bg,206953,6354,67,116,239,71.34,74.14,46.06
2026-07-30,UCbnCFV5_c-nGiEQN1anEO5A,349,1,0,2,0,0.065,14.69,306.68
2026-07-30,UCc-V01UlW1n8eGLpATLA5gw,17894,147,6,36,83,17.299,10.58,246.66
2026-07-30,UCctSzoeee7KCnR84dZ6IO7w,1665,12,1,0,2,7.298,17.35,350.87
2026-07-30,UCdtOFTQ1GVPKzvOYsi1ApIw,885057,5076,282,141,1833,1681.848,5.88,263.73
2026-07-30,UCeVTtB1kN607CxFrFkiqjgQ,7193,39,1,2,25,13.277,16.49,245.67
2026-07-30,UCf3lAEw_WPtcgHMUVAunzSw,3440,51,0,2,11,1.097,36.87,97.13
2026-07-30,UChhBhc7qJ42rgzAIPe9z6Cg,254082,1692,0,141,1269,55.836,14.03,159.13
2026-07-30,UCk2O5vfW3c_W5YWQ_BoD1Ug,463821,6608,20,164,791,42.439,60.02,56.09
2026-07-30,UCm3RYOItKT_P0-oRCkkSMZw,40460,226,5,25,136,26.744,18.29,173.78
2026-07-30,UCnwjt6PgkKuZC4S1A0yTOFQ,35751,330,8,40,120,36.435,17.23,314.67
2026-07-30,UCsbnInDepLdq6o781WVZ-5g,8572,85,0,3,20,2.32,40.02,101.19
2026-07-30,UCvfQU0Npb-ve-LxUlaAN1GA,10820,238,0,8,26,0.0,35.06,94.63
2026-07-30,UCx08xHWVSQIiujaTJb8HWYg,2,0,0,0,0,0.0,2.22,20.0
2026-07-30,UCxfDVRNK6SoN59v_t3ZJ33A,16574,204,2,14,60,13.596,25.63,210.15
2026-07-30,UCxhHKduxLRNAOC_GUHPPf1Q,36711,334,10,55,128,92.913,12.12,291.87
2026-07-30,UCxxl4xdZZqRSSz2VfnFBhwA,6006,62,0,11,14,7.966,20.04,206.1
2026-07-31,UC01rTYtA_UsuZ5wzxnyHFcg,12420,89,2,14,44,22.436,8.93,224.68
2026-07-31,UC0GVHmLgrxE2SS8F0C19JVg,22741,232,3,29,47,35.714,40.25,196.29
2026-07-31,UC2IjY1Gm6b7pYp-vMJ2R9ig,54918,883,11,27,99,47.989,23.63,160.3
2026-07-31,UC3WZLJlwYaCEurdUywF8ibg,7653,77,2,7,55,0.0,17.39,264.19
2026-07-31,UC49-b-BhbYoG54YNkwmzg8w,4950,58,0,0,24,0.0,13.79,164.59
2026-07-31,UC77WdDKy6cbCxZkC46eaudA,39402,347,7,70,100,31.459,16.4,216.22
2026-07-31,UC80LfoIH6FrzHTm6lXTWCKQ,27957,727,3,25,43,11.167,59.0,71.21
2026-07-31,UC82nFsZOjs5Tr96upPPq9Ww,3040,240,0,0,0,2.0,26.29,102.39
2026-07-31,UC8Fm-ogvMehvbgF0BJjKiuQ,219,5,0,0,0,0.156,29.92,73.69
2026-07-31,UC8gDq5ENmiVuJZIVsiZbQ8g,859,13,0,1,5,0.0,12.25,155.68
2026-07-31,UCAkSxwl8Lbk2hBXAAfsEFTA,15479,123,0,19,59,25.01,10.32,295.34
2026-07-31,UCEFB0gMdnD1NyiZaedHg2hQ,46581,453,6,35,116,49.792,34.4,152.02
2026-07-31,UCHONLLEtQ4f9yoqa1BWlhSg,9301,108,0,0,4,2.819,65.26,88.01
2026-07-31,UCIg97fCjw1HnS8vPqwiHLGA,9185,72,0,7,43,4.343,19.67,219.95
2026-07-31,UCL_RZ1IidYQkVQxfimfnPSQ,39146,152,1,3,44,3.834,94.33,28.08
2026-07-31,UCMGKZD9ggu_Pfo4dkL47cXQ,57116,497,14,29,150,67.396,29.07,202.5
2026-07-31,UCP4STX85lq_fpEtvQcq_5fw,59200,160,0,0,160,71.6,17.44,128.55
2026-07-31,UCSlOhfr5f-RPRP50yRri1uA,13972,121,4,13,47,19.737,28.61,123.36
2026-07-31,UCT7ZxKrKqxBvAODr8h_ODkA,53617,917,4,140,241,22.801,22.33,199.22
2026-07-31,UCZem4a64VnhfA4CBw9vM2bg,278640,2800,0,320,400,184.96,56.93,74.83
2026-07-31,UCbnCFV5_c-nGiEQN1anEO5A,233,0,0,1,0,0.11,10.6,219.29
2026-07-31,UCc-V01UlW1n8eGLpATLA5gw,16464,148,4,34,80,12.963,10.69,264.2
2026-07-31,UCctSzoeee7KCnR84dZ6IO7w,1430,11,0,3,6,5.381,14.58,315.8
2026-07-31,UCdtOFTQ1GVPKzvOYsi1ApIw,5200,0,80,0,80,5.84,32.12,94.77
2026-07-31,UCeVTtB1kN607CxFrFkiqjgQ,8739,68,0,6,28,14.083,15.1,224.55
2026-07-31,UCf3lAEw_WPtcgHMUVAunzSw,2800,43,0,3,12,0.846,64.38,109.49
2026-07-31,UChhBhc7qJ42rgzAIPe9z6Cg,1778,13,0,0,9,0.548,13.97,162.9
2026-07-31,UCk2O5vfW3c_W5YWQ_BoD1Ug,651804,8796,18,244,1123,134.792,56.41,77.0
2026-07-31,UCm3RYOItKT_P0-oRCkkSMZw,41032,289,2,28,121,23.547,18.91,173.95
2026-07-31,UCnwjt6PgkKuZC4S1A0yTOFQ,39358,405,7,37,115,33.262,20.93,279.29
2026-07-31,UCsbnInDepLdq6o781WVZ-5g,11544,112,0,2,27,2.093,45.3,78.82
2026-07-31,UCvfQU0Npb-ve-LxUlaAN1GA,15280,480,0,0,160,0.0,51.03,59.42
2026-07-31,UCx08xHWVSQIiujaTJb8HWYg,178,1,0,0,0,0.0,4.08,36.0
2026-07-31,UCxfDVRNK6SoN59v_t3ZJ33A,24013,403,11,14,98,13.644,34.63,145.3
2026-07-31,UCxhHKduxLRNAOC_GUHPPf1Q,34411,323,5,18,123,69.176,20.4,243.22
2026-07-31,UCxxl4xdZZqRSSz2VfnFBhwA,5880,56,0,6,31,8.425,19.86,216.85
2026-08-01,UC01rTYtA_UsuZ5wzxnyHFcg,543931,4125,116,1051,2785,845.913,9.56,222.75
2026-08-01,UC0GVHmLgrxE2SS8F0C19JVg,70875,718,10,479,51,85.731,39.94,142.63
2026-08-01,UC2IjY1Gm6b7pYp-vMJ2R9ig,38304,244,11,18,111,38.153,19.46,218.4
2026-08-01,UC3WZLJlwYaCEurdUywF8ibg,7260,69,1,9,37,0.0,16.9,256.41
2026-08-01,UC49-b-BhbYoG54YNkwmzg8w,4369,45,1,5,21,0.0,12.69,162.15
2026-08-01,UC77WdDKy6cbCxZkC46eaudA,1617970,14446,529,1774,5849,1366.412,16.41,241.46
2026-08-01,UC80LfoIH6FrzHTm6lXTWCKQ,46976,1116,7,13,78,12.591,68.51,53.53
2026-08-01,UC82nFsZOjs5Tr96upPPq9Ww,969,-57,0,0,0,0.171,36.92,86.82
2026-08-01,UC8Fm-ogvMehvbgF0BJjKiuQ,3029,2,0,0,2,0.731,26.18,98.11
2026-08-01,UC8gDq5ENmiVuJZIVsiZbQ8g,1136,10,0,4,8,0.0,11.82,143.27
2026-08-01,UCAkSxwl8Lbk2hBXAAfsEFTA,632368,5456,176,1232,2112,1088.824,6.8,295.78
2026-08-01,UCEFB0gMdnD1NyiZaedHg2hQ,57434,614,2,30,110,52.343,49.08,137.36
2026-08-01,UCHONLLEtQ4f9yoqa1BWlhSg,8392,101,2,0,4,2.184,67.45,90.42
2026-08-01,UCIg97fCjw1HnS8vPqwiHLGA,1539,-57,0,0,0,0.285,40.01,38.22
2026-08-01,UCL_RZ1IidYQkVQxfimfnPSQ,24687,88,1,2,27,2.855,91.38,33.46
2026-08-01,UCMGKZD9ggu_Pfo4dkL47cXQ,52510,489,6,40,159,43.061,33.76,196.4
2026-08-01,UCP4STX85lq_fpEtvQcq_5fw,16259,98,0,18,47,10.811,18.16,211.98
2026-08-01,UCSlOhfr5f-RPRP50yRri1uA,13002,80,3,13,39,26.307,19.0,127.04
2026-08-01,UCT7ZxKrKqxBvAODr8h_ODkA,37664,446,11,58,106,21.252,12.1,242.22
2026-08-01,UCZem4a64VnhfA4CBw9vM2bg,197171,4703,30,132,201,59.661,76.28,48.54
2026-08-01,UCbnCFV5_c-nGiEQN1anEO5A,196,1,0,0,0,0.143,9.74,195.94
2026-08-01,UCc-V01UlW1n8eGLpATLA5gw,23865,170,9,26,125,22.036,10.46,240.81
2026-08-01,UCctSzoeee7KCnR84dZ6IO7w,1320,15,0,1,7,3.763,15.82,295.83
2026-08-01,UCdtOFTQ1GVPKzvOYsi1ApIw,18742,227,2,14,56,16.688,19.47,216.79
2026-08-01,UCeVTtB1kN607CxFrFkiqjgQ,179607,1140,114,228,513,328.548,12.92,254.42
2026-08-01,UCf3lAEw_WPtcgHMUVAunzSw,1197,0,0,0,0,0.513,25.48,71.62
2026-08-01,UChhBhc7qJ42rgzAIPe9z6Cg,1684,21,0,2,8,0.344,14.8,168.2
2026-08-01,UCk2O5vfW3c_W5YWQ_BoD1Ug,581596,6493,15,172,893,38.752,61.28,54.37
2026-08-01,UCm3RYOItKT_P0-oRCkkSMZw,40678,304,4,28,147,21.884,20.11,176.56
2026-08-01,UCnwjt6PgkKuZC4S1A0yTOFQ,41578,614,4,55,135,29.804,28.56,259.3
2026-08-01,UCsbnInDepLdq6o781WVZ-5g,375171,3844,59,58,754,54.729,45.08,70.86
2026-08-01,UCvfQU0Npb-ve-LxUlaAN1GA,8607,0,0,0,0,0.0,46.14,52.19
2026-08-01,UCx08xHWVSQIiujaTJb8HWYg,268,0,0,0,1,0.0,4.9,44.0
2026-08-01,UCxfDVRNK6SoN59v_t3ZJ33A,22181,219,1,24,63,11.221,22.68,150.72
2026-08-01,UCxhHKduxLRNAOC_GUHPPf1Q,11400,0,0,57,57,10.324,61.25,115.33
2026-08-01,UCxxl4xdZZqRSSz2VfnFBhwA,6273,54,1,10,29,11.801,17.2,214.28
2026-08-02,UC01rTYtA_UsuZ5wzxnyHFcg,7961,67,1,13,48,13.072,9.66,220.6
2026-08-02,UC0GVHmLgrxE2SS8F0C19JVg,19891,196,1,16,35,26.993,38.4,191.81
2026-08-02,UC2IjY1Gm6b7pYp-vMJ2R9ig,40105,241,17,30,109,39.098,18.62,199.72
2026-08-02,UC3WZLJlwYaCEurdUywF8ibg,6048,54,0,7,27,0.0,16.57,256.82
2026-08-02,UC49-b-BhbYoG54YNkwmzg8w,5778,54,0,4,26,0.0,13.53,154.13
2026-08-02,UC77WdDKy6cbCxZkC46eaudA,36297,247,5,35,119,30.678,14.65,216.33
2026-08-02,UC80LfoIH6FrzHTm6lXTWCKQ,44911,882,6,7,65,11.325,61.19,49.82
2026-08-02,UC82nFsZOjs5Tr96upPPq9Ww,11381,105,5,14,43,15.444,10.84,263.24
2026-08-02,UC8Fm-ogvMehvbgF0BJjKiuQ,273,7,0,0,1,0.061,28.1,76.3
2026-08-02,UC8gDq5ENmiVuJZIVsiZbQ8g,3327,26,0,6,10,0.0,10.44,169.36
2026-08-02,UCAkSxwl8Lbk2hBXAAfsEFTA,14955,115,5,15,51,20.995,9.06,247.88
2026-08-02,UCEFB0gMdnD1NyiZaedHg2hQ,98095,866,6,50,150,52.506,65.86,86.42
2026-08-02,UCHONLLEtQ4f9yoqa1BWlhSg,5454,57,1,0,5,1.403,64.72,90.59
2026-08-02,UCIg97fCjw1HnS8vPqwiHLGA,7417,43,0,3,26,4.1,19.19,208.64
2026-08-02,UCL_RZ1IidYQkVQxfimfnPSQ,9284,42,0,4,19,2.265,74.48,52.72
2026-08-02,UCMGKZD9ggu_Pfo4dkL47cXQ,41820,366,8,24,149,30.386,31.42,189.45
2026-08-02,UCP4STX85lq_fpEtvQcq_5fw,13762,72,1,18,45,8.477,16.79,196.8
2026-08-02,UCSlOhfr5f-RPRP50yRri1uA,10614,67,0,6,31,19.5,21.58,115.06
2026-08-02,UCT7ZxKrKqxBvAODr8h_ODkA,42359,515,16,94,170,25.845,12.23,233.98
2026-08-02,UCZem4a64VnhfA4CBw9vM2bg,213407,4064,46,88,231,70.451,77.93,50.05
2026-08-02,UCbnCFV5_c-nGiEQN1anEO5A,190,-1,0,1,0,0.053,13.83,258.56
2026-08-02,UCc-V01UlW1n8eGLpATLA5gw,25600,222,6,31,115,24.34,7.71,258.73
2026-08-02,UCctSzoeee7KCnR84dZ6IO7w,996,12,0,2,8,2.346,15.78,278.21
2026-08-02,UCdtOFTQ1GVPKzvOYsi1ApIw,17490,234,10,24,66,18.414,20.66,227.63
2026-08-02,UCeVTtB1kN607CxFrFkiqjgQ,3905,45,4,2,10,8.45,12.97,277.27
2026-08-02,UCf3lAEw_WPtcgHMUVAunzSw,3120,48,1,1,13,0.58,38.08,84.46
2026-08-02,UChhBhc7qJ42rgzAIPe9z6Cg,1460,12,0,0,6,0.388,15.01,170.33
2026-08-02,UCk2O5vfW3c_W5YWQ_BoD1Ug,406729,5123,25,138,676,34.689,59.94,58.54
2026-08-02,UCm3RYOItKT_P0-oRCkkSMZw,37486,261,3,23,123,18.797,19.9,171.93
2026-08-02,UCnwjt6PgkKuZC4S1A0yTOFQ,30704,288,6,32,110,25.393,20.14,286.41
2026-08-02,UCsbnInDepLdq6o781WVZ-5g,7664,88,0,8,28,1.756,41.63,79.8
2026-08-02,UCvfQU0Npb-ve-LxUlaAN1GA,11868,148,5,12,48,0.0,22.05,136.65
2026-08-02,UCx08xHWVSQIiujaTJb8HWYg,133,0,0,0,0,0.0,3.79,34.0
2026-08-02,UCxfDVRNK6SoN59v_t3ZJ33A,25577,581,3,18,101,13.07,36.49,149.7
2026-08-02,UCxhHKduxLRNAOC_GUHPPf1Q,27617,213,3,29,76,74.873,12.77,251.27
2026-08-02,UCxxl4xdZZqRSSz2VfnFBhwA,6922,81,4,17,28,10.271,16.0,223.49
2026-08-03,UC01rTYtA_UsuZ5wzxnyHFcg,6066,59,2,10,32,11.161,10.26,240.53
2026-08-03,UC0GVHmLgrxE2SS8F0C19JVg,22990,240,5,27,51,33.09,43.04,186.61
2026-08-03,UC2IjY1Gm6b7pYp-vMJ2R9ig,41667,239,11,25,89,47.105,18.56,205.86
2026-08-03,UC3WZLJlwYaCEurdUywF8ibg,6601,59,1,15,43,0.0,17.64,269.54
2026-08-03,UC49-b-BhbYoG54YNkwmzg8w,4682,39,3,2,14,0.0,11.89,146.8
2026-08-03,UC77WdDKy6cbCxZkC46eaudA,36643,267,1,37,96,34.57,14.81,213.02
2026-08-03,UC80LfoIH6FrzHTm6lXTWCKQ,24369,404,1,13,57,10.957,47.43,75.46
2026-08-03,UC82nFsZOjs5Tr96upPPq9Ww,14414,111,3,14,43,22.202,10.7,276.41
2026-08-03,UC8Fm-ogvMehvbgF0BJjKiuQ,727,12,1,5,3,0.678,16.38,193.78
2026-08-03,UC8gDq5ENmiVuJZIVsiZbQ8g,6257,70,1,8,16,0.0,18.04,172.89
2026-08-03,UCAkSxwl8Lbk2hBXAAfsEFTA,16886,130,1,16,41,24.996,13.53,225.68
2026-08-03,UCEFB0gMdnD1NyiZaedHg2hQ,58484,616,9,42,161,56.904,35.61,143.67
2026-08-03,UCHONLLEtQ4f9yoqa1BWlhSg,6950,96,3,12,21,16.503,42.68,256.8
2026-08-03,UCIg97fCjw1HnS8vPqwiHLGA,7017,55,0,6,20,3.395,19.82,215.58
2026-08-03,UCL_RZ1IidYQkVQxfimfnPSQ,13476,65,3,3,32,1.83,80.07,41.52
2026-08-03,UCMGKZD9ggu_Pfo4dkL47cXQ,45528,410,5,25,120,32.782,31.64,179.89
2026-08-03,UCP4STX85lq_fpEtvQcq_5fw,14551,88,3,12,33,9.391,16.73,196.85
2026-08-03,UCSlOhfr5f-RPRP50yRri1uA,24991,170,4,22,66,38.565,21.03,128.16
2026-08-03,UCT7ZxKrKqxBvAODr8h_ODkA,47299,599,13,109,173,28.155,10.21,247.3
2026-08-03,UCZem4a64VnhfA4CBw9vM2bg,227240,4390,34,87,187,62.507,76.52,43.31
2026-08-03,UCbnCFV5_c-nGiEQN1anEO5A,152,-3,0,0,0,0.06,17.05,325.59
2026-08-03,UCc-V01UlW1n8eGLpATLA5gw,30003,200,10,50,96,65.541,5.81,219.82
2026-08-03,UCctSzoeee7KCnR84dZ6IO7w,1128,11,0,1,8,3.967,14.92,297.57
2026-08-03,UCdtOFTQ1GVPKzvOYsi1ApIw,17454,309,7,32,80,20.941,20.63,268.3
2026-08-03,UCeVTtB1kN607CxFrFkiqjgQ,6407,69,3,4,22,11.13,21.97,222.85
2026-08-03,UCf3lAEw_WPtcgHMUVAunzSw,2849,47,0,0,16,0.613,40.62,81.6
2026-08-03,UChhBhc7qJ42rgzAIPe9z6Cg,1494,11,0,0,5,0.416,12.85,155.06
2026-08-03,UCk2O5vfW3c_W5YWQ_BoD1Ug,504944,5237,18,123,665,34.928,65.11,51.14
2026-08-03,UCm3RYOItKT_P0-oRCkkSMZw,39260,283,3,29,135,18.291,19.3,170.88
2026-08-03,UCnwjt6PgkKuZC4S1A0yTOFQ,35091,455,9,27,104,28.716,24.9,262.62
2026-08-03,UCsbnInDepLdq6o781WVZ-5g,9824,87,1,11,23,5.264,30.24,135.5
2026-08-03,UCvfQU0Npb-ve-LxUlaAN1GA,9600,99,5,9,24,0.0,16.91,143.44
2026-08-03,UCx08xHWVSQIiujaTJb8HWYg,3071,11,0,0,9,0.0,21.1,26.85
2026-08-03,UCxfDVRNK6SoN59v_t3ZJ33A,26270,483,8,27,80,17.673,32.55,174.87
2026-08-03,UCxhHKduxLRNAOC_GUHPPf1Q,39516,253,6,35,87,119.741,10.71,244.36
2026-08-03,UCxxl4xdZZqRSSz2VfnFBhwA,17524,172,3,47,52,35.143,14.44,374.74
2026-08-04,UC01rTYtA_UsuZ5wzxnyHFcg,7799,60,2,23,37,11.739,10.5,257.57
2026-08-04,UC0GVHmLgrxE2SS8F0C19JVg,28172,335,8,24,63,36.154,44.25,174.69
2026-08-04,UC2IjY1Gm6b7pYp-vMJ2R9ig,39788,236,8,20,132,48.228,18.95,212.7
2026-08-04,UC3WZLJlwYaCEurdUywF8ibg,7098,62,1,6,37,0.0,16.87,259.16
2026-08-04,UC49-b-BhbYoG54YNkwmzg8w,5098,36,2,19,23,0.0,12.9,154.26
2026-08-04,UC77WdDKy6cbCxZkC46eaudA,33025,251,5,18,89,31.66,15.84,225.69
2026-08-04,UC80LfoIH6FrzHTm6lXTWCKQ,22076,404,4,17,51,13.004,41.58,88.35
2026-08-04,UC82nFsZOjs5Tr96upPPq9Ww,21990,195,6,36,87,30.921,8.82,267.95
2026-08-04,UC8Fm-ogvMehvbgF0BJjKiuQ,1013,10,0,4,3,0.638,18.07,126.27
2026-08-04,UC8gDq5ENmiVuJZIVsiZbQ8g,6580,51,2,9,24,0.0,14.94,228.1
2026-08-04,UCAkSxwl8Lbk2hBXAAfsEFTA,19566,151,5,27,52,52.422,8.38,273.87
2026-08-04,UCEFB0gMdnD1NyiZaedHg2hQ,59601,623,9,31,119,43.119,46.8,116.52
2026-08-04,UCHONLLEtQ4f9yoqa1BWlhSg,3318,35,2,14,10,6.463,34.46,287.8
2026-08-04,UCIg97fCjw1HnS8vPqwiHLGA,6778,53,3,3,21,8.631,16.41,231.5
2026-08-04,UCL_RZ1IidYQkVQxfimfnPSQ,13913,59,0,8,23,1.766,84.03,42.11
2026-08-04,UCMGKZD9ggu_Pfo4dkL47cXQ,78965,515,19,33,140,54.078,57.73,134.74
2026-08-04,UCP4STX85lq_fpEtvQcq_5fw,14066,69,2,28,48,12.98,17.86,208.72
2026-08-04,UCSlOhfr5f-RPRP50yRri1uA,50649,519,6,30,154,30.948,36.42,88.66
2026-08-04,UCT7ZxKrKqxBvAODr8h_ODkA,49077,556,14,96,168,25.445,11.48,264.25
2026-08-04,UCZem4a64VnhfA4CBw9vM2bg,241525,4997,48,80,186,64.945,85.97,37.04
